1,1.33192E+11,3.37555E+12
1,1.33751E+11,3.36283E+12
1,1.33547E+11,3.36868E+12
1,1.33064E+11,3.3846E+12
1,1.33148E+11,3.37927E+12
1,1.33302E+11,3.372E+12
1,1.33304E+11,3.3688E+12
1,1.33813E+11,3.34505E+12
2,1.33126E+11,3.25097E+12
2,1.32497E+11,3.32654E+12
2,1.33078E+11,3.25407E+12
2,1.32347E+11,3.33892E+12
2,1.32628E+11,3.31922E+12
2,1.32315E+11,3.34037E+12
2,1.32215E+11,3.35585E+12
2,1.32523E+11,3.32493E+12
2,1.32947E+11,3.2892E+12
2,1.32355E+11,3.33647E+12
2,1.33216E+11,3.22555E+12
2,1.32467E+11,3.33078E+12
2,1.32544E+11,3.32115E+12
2,1.33185E+11,3.22959E+12
2,1.32233E+11,3.34885E+12
2,1.32413E+11,3.33638E+12
2,1.32305E+11,3.34413E+12
2,1.32452E+11,3.33175E+12
2,1.32278E+11,3.34738E+12
2,1.33063E+11,3.2613E+12
3,1.32313E+11,3.341E+12
3,1.32192E+11,3.34386E+12
3,1.32551E+11,3.32278E+12
3,1.32699E+11,3.30336E+12
3,1.33202E+11,3.24428E+12
3,1.32228E+11,3.34312E+12
3,1.33155E+11,3.25487E+12
3,1.32655E+11,3.32103E+12
3,1.33223E+11,3.23803E+12
3,1.32249E+11,3.3425E+12
3,1.32277E+11,3.34132E+12
3,1.32344E+11,3.33888E+12
3,1.32546E+11,3.32524E+12
3,1.32541E+11,3.3259E+12
3,1.32362E+11,3.338E+12
3,1.32416E+11,3.33627E+12
3,1.32405E+11,3.3374E+12
3,1.33127E+11,3.27463E+12
3,1.32348E+11,3.33876E+12
3,1.32359E+11,3.33856E+12
3,1.32388E+11,3.3375E+12
3,1.32174E+11,3.34399E+12
3,1.32174E+11,3.34399E+12
3,1.32412E+11,3.33662E+12
3,1.32412E+11,3.33662E+12
3,1.32489E+11,3.33048E+12
3,1.32666E+11,3.30457E+12
3,1.32384E+11,3.33783E+12
3,1.32431E+11,3.33523E+12
3,1.32359E+11,3.33807E+12
3,1.32351E+11,3.33874E+12
3,1.33325E+11,3.22408E+12
3,1.32762E+11,3.29078E+12
3,1.3228E+11,3.34128E+12
3,1.32275E+11,3.34217E+12
3,1.32455E+11,3.33375E+12
3,1.32276E+11,3.34161E+12
3,1.32261E+11,3.34248E+12
3,1.32212E+11,3.34359E+12
3,1.32484E+11,3.33234E+12
4,1.3354E+11,3.30243E+12
4,1.33375E+11,3.33337E+12
4,1.33113E+11,3.35843E+12
4,1.33239E+11,3.3391E+12
4,1.33379E+11,3.32934E+12
4,1.32876E+11,3.36565E+12
4,1.32831E+11,3.37208E+12
4,1.32881E+11,3.35848E+12
4,1.32881E+11,3.35966E+12
4,1.33515E+11,3.32137E+12
4,1.33232E+11,3.34124E+12
4,1.33216E+11,3.35261E+12
4,1.33332E+11,3.33815E+12
5,1.3302E+11,3.28574E+12
5,1.33215E+11,3.28408E+12
5,1.33266E+11,3.26848E+12
5,1.33322E+11,3.24056E+12
5,1.32661E+11,3.29341E+12
5,1.33279E+11,3.26712E+12
5,1.33284E+11,3.24782E+12
5,1.32782E+11,3.28645E+12
6,1.33222E+11,3.33461E+12
6,1.33124E+11,3.33737E+12
6,1.32813E+11,3.3594E+12
6,1.33393E+11,3.31822E+12
6,1.32677E+11,3.36607E+12
6,1.3283E+11,3.35456E+12
6,1.32884E+11,3.35448E+12
6,1.32818E+11,3.35878E+12
6,1.3272E+11,3.36013E+12
6,1.33075E+11,3.34563E+12
6,1.33032E+11,3.35142E+12
6,1.32904E+11,3.35379E+12
6,1.32926E+11,3.35211E+12
7,1.33282E+11,3.37843E+12
7,1.33711E+11,3.32541E+12
7,1.33151E+11,3.3803E+12
7,1.33835E+11,3.31842E+12
7,1.33406E+11,3.34827E+12
7,1.33657E+11,3.33525E+12
7,1.33508E+11,3.34728E+12
7,1.33365E+11,3.36828E+12
7,1.33634E+11,3.34453E+12
7,1.33451E+11,3.34738E+12
8,1.32628E+11,3.31775E+12
8,1.33178E+11,3.23546E+12
8,1.32555E+11,3.32264E+12
8,1.33228E+11,3.23218E+12
8,1.32564E+11,3.32086E+12
8,1.33041E+11,3.26468E+12
8,1.32632E+11,3.31495E+12
8,1.32605E+11,3.31991E+12
8,1.33147E+11,3.25994E+12
8,1.32817E+11,3.27743E+12
8,1.32562E+11,3.32244E+12
8,1.3301E+11,3.2711E+12
8,1.32552E+11,3.33349E+12
8,1.33171E+11,3.25836E+12
8,1.32741E+11,3.31415E+12
8,1.32389E+11,3.35303E+12
8,1.3247E+11,3.34225E+12
8,1.32306E+11,3.35615E+12
9,1.33795E+11,3.10262E+12
9,1.3296E+11,3.16963E+12
9,1.3405E+11,3.06827E+12
9,1.33992E+11,3.08959E+12
9,1.34066E+11,3.02113E+12
9,1.33783E+11,3.13224E+12
9,1.33662E+11,3.1337E+12
9,1.33557E+11,3.16836E+12
10,1.32189E+11,3.33098E+12
10,1.32188E+11,3.33104E+12
10,1.32171E+11,3.33175E+12
10,1.32201E+11,3.33013E+12
10,1.32185E+11,3.33113E+12
10,1.3219E+11,3.33033E+12
10,1.32189E+11,3.33046E+12
10,1.32183E+11,3.33126E+12
11,1.32193E+11,3.33064E+12
11,1.32187E+11,3.33128E+12
11,1.32175E+11,3.33158E+12
11,1.32165E+11,3.33171E+12
11,1.32186E+11,3.33134E+12
11,1.32192E+11,3.33086E+12
11,1.3218E+11,3.33137E+12
12,1.32193E+11,3.33064E+12
12,1.32187E+11,3.33128E+12
12,1.32175E+11,3.33158E+12
12,1.32165E+11,3.33171E+12
12,1.32186E+11,3.33134E+12
12,1.32192E+11,3.33086E+12
12,1.3218E+11,3.33137E+12
13,1.32191E+11,3.33081E+12
13,1.32183E+11,3.33166E+12
13,1.32192E+11,3.33044E+12
13,1.32198E+11,3.3301E+12
13,1.32191E+11,3.33135E+12
13,1.32193E+11,3.3304E+12
14,1.32193E+11,3.33064E+12
14,1.32187E+11,3.33128E+12
14,1.32175E+11,3.33158E+12
14,1.32165E+11,3.33171E+12
14,1.32186E+11,3.33134E+12
14,1.32192E+11,3.33086E+12
14,1.3218E+11,3.33137E+12
15,1.32191E+11,3.33081E+12
15,1.32183E+11,3.33166E+12
15,1.32192E+11,3.33044E+12
15,1.32198E+11,3.3301E+12
15,1.32191E+11,3.33135E+12
15,1.32193E+11,3.3304E+12
16,1.35039E+11,3.3542E+12
16,1.35864E+11,3.3531E+12
17,1.35624E+11,3.35268E+12
17,1.35321E+11,3.35501E+12
17,1.35921E+11,3.34545E+12
17,1.34519E+11,3.35555E+12
18,1.32248E+11,3.25827E+12
18,1.32686E+11,3.25476E+12
18,1.32925E+11,3.21368E+12
18,1.32803E+11,3.21577E+12
18,1.32505E+11,3.2571E+12
18,1.32718E+11,3.22913E+12
18,1.32937E+11,3.15451E+12
18,1.32751E+11,3.22314E+12
19,1.32459E+11,3.27202E+12
19,1.32925E+11,3.23118E+12
19,1.32533E+11,3.25884E+12
19,1.3264E+11,3.25872E+12
19,1.32751E+11,3.2557E+12
19,1.32482E+11,3.26303E+12
20,1.32628E+11,3.31775E+12
20,1.33178E+11,3.23546E+12
20,1.32555E+11,3.32264E+12
20,1.33228E+11,3.23218E+12
20,1.32564E+11,3.32086E+12
20,1.33041E+11,3.26468E+12
20,1.32632E+11,3.31495E+12
20,1.32605E+11,3.31991E+12
20,1.33147E+11,3.25994E+12
20,1.32817E+11,3.27743E+12
20,1.32562E+11,3.32244E+12
20,1.3301E+11,3.2711E+12
20,1.32552E+11,3.33349E+12
20,1.33171E+11,3.25836E+12
20,1.32741E+11,3.31415E+12
20,1.32389E+11,3.35303E+12
20,1.3247E+11,3.34225E+12
20,1.32306E+11,3.35615E+12
